loan_id,customer_id,loan_amount,interest_rate,start_date,end_date,status
459,19,25095.73,8.0,2021-08-22,2027-01-24,closed
460,126,41339.54,8.25,2025-01-02,2026-07-01,active
461,197,24634.89,4.09,2024-02-11,2025-05-30,closed
462,218,42228.09,13.2,2023-08-23,2025-12-26,defaulted
463,260,2885.6,13.85,2023-09-09,2024-09-13,closed
464,3,28273.02,3.87,2025-04-01,2026-11-07,defaulted
465,321,12956.83,8.24,2024-11-30,2026-04-05,defaulted
466,418,14178.75,10.23,2021-07-27,2022-09-02,closed
467,391,13457.53,13.48,2025-05-24,2025-12-08,defaulted
468,411,21893.03,13.11,2022-02-07,2024-03-17,active
469,386,30118.51,9.03,2025-07-08,2027-04-20,defaulted
470,110,6451.56,10.78,2024-05-26,2024-12-19,closed
471,381,23007.31,4.28,2021-04-06,2021-08-08,closed
472,207,8315.1,13.64,2022-10-28,2025-08-28,closed
473,361,39997.35,3.92,2023-03-04,2023-06-15,closed
474,478,25792.91,14.18,2021-10-26,2026-03-03,defaulted
475,128,20799.3,4.05,2022-02-27,2023-06-28,closed
476,428,26571.05,13.34,2021-10-31,2026-09-01,defaulted
477,233,26592.7,10.95,2024-06-29,2026-11-02,defaulted
478,276,27993.02,10.44,2022-01-21,2022-09-07,defaulted
479,165,16036.16,10.7,2023-07-16,2027-05-13,active
480,408,6669.56,3.5,2022-05-31,2023-07-06,active
481,168,8644.87,5.36,2024-03-13,2025-03-24,defaulted
482,317,48651.72,10.08,2025-05-04,2027-04-01,active
483,438,24061.33,12.22,2022-05-21,2022-08-25,active
484,138,24836.53,12.16,2022-01-28,2027-02-09,defaulted
485,48,48408.75,9.64,2021-09-28,2023-10-09,active
486,68,27581.87,6.33,2023-07-17,2024-11-14,active
487,322,12183.37,13.94,2024-11-09,2025-10-12,defaulted
488,304,23322.34,7.83,2024-07-16,2024-10-09,active
489,162,25029.22,14.11,2022-02-16,2027-04-18,defaulted
490,458,6985.52,8.31,2024-01-17,2026-03-08,active
491,25,13989.06,6.59,2024-03-11,2025-08-17,defaulted
492,395,49858.14,9.48,2023-05-17,2026-06-24,defaulted
493,402,1677.4,6.49,2021-05-31,2024-11-22,defaulted
494,102,49972.66,10.86,2024-02-23,2026-11-27,active
495,410,30280.88,10.14,2023-09-06,2025-07-22,closed
496,153,17133.98,12.64,2021-11-29,2022-05-21,active
497,358,13218.09,5.66,2021-01-02,2024-04-01,closed
498,494,33966.04,8.28,2023-10-27,2025-11-12,closed
499,349,2414.44,11.74,2024-08-05,2025-05-28,active
500,293,37863.76,9.82,2024-04-07,2024-08-26,closed
501,152,1963.84,12.69,2023-12-21,2026-12-15,active
502,194,46562.16,9.76,2021-11-13,2023-02-06,closed
503,205,30444.72,9.24,2020-12-24,2025-02-22,closed
504,103,25975.11,5.62,2023-07-16,2026-07-02,defaulted
505,277,26804.43,6.48,2023-04-13,2025-11-12,defaulted
506,88,18147.82,14.29,2023-05-22,2024-08-15,defaulted
507,294,20393.57,7.87,2024-09-27,2024-11-20,active
508,51,6977.24,5.73,2025-02-17,2026-08-29,active
509,50,26749.78,8.62,2022-06-19,2026-04-14,closed
510,110,21435.35,7.65,2020-09-11,2026-08-20,closed
511,186,10188.63,11.05,2024-07-20,2025-03-03,defaulted
512,187,42300.17,10.15,2021-02-19,2021-08-18,closed
513,452,33635.6,9.63,2022-05-19,2026-07-20,defaulted
514,376,35826.31,10.55,2023-01-07,2024-12-29,defaulted
515,303,28840.53,11.86,2023-08-17,2026-03-06,active
516,195,8709.01,9.56,2024-06-01,2024-11-11,active
517,136,33687.98,9.5,2023-02-05,2025-04-15,closed
518,64,43885.27,8.42,2021-09-08,2024-10-27,active
519,223,9185.52,14.6,2021-11-18,2024-07-08,closed
520,81,33656.45,4.45,2025-02-20,2026-02-10,closed
521,233,12408.14,4.43,2021-09-22,2025-11-06,closed
522,126,45565.05,6.06,2022-05-05,2026-08-11,closed
523,500,45294.62,6.41,2024-01-23,2026-11-08,active
524,52,19780.37,5.58,2024-11-24,2026-07-09,active
525,81,23474.03,14.83,2021-06-18,2027-05-14,active
526,222,49314.16,9.92,2024-11-18,2025-12-08,defaulted
527,431,23419.0,10.8,2024-06-05,2026-03-27,defaulted
528,420,27873.21,6.32,2025-03-15,2027-04-29,closed
529,13,24524.11,7.54,2021-03-06,2023-05-19,closed
530,486,19718.03,8.29,2020-09-20,2026-12-02,active
531,84,29320.15,3.63,2021-10-06,2022-02-11,closed
532,463,21187.43,7.8,2023-05-26,2024-12-25,active
533,477,17141.26,5.51,2024-11-03,2026-08-20,active
534,458,8217.61,11.52,2021-04-04,2027-07-21,closed
535,124,14576.64,5.33,2022-07-19,2022-09-18,closed
536,425,38532.86,14.2,2022-06-01,2024-06-01,defaulted
537,498,43059.68,11.26,2023-07-21,2025-03-16,defaulted
538,358,7235.44,9.9,2021-11-23,2022-02-26,closed
539,150,18650.22,10.5,2023-01-20,2026-02-20,active
540,393,3310.64,7.05,2022-06-16,2022-12-10,active
541,401,47560.68,4.67,2021-09-24,2023-09-26,defaulted
542,363,25339.86,8.93,2024-04-09,2025-02-12,closed
543,274,45832.87,5.38,2022-12-29,2023-08-17,active
544,83,41250.17,9.24,2023-04-14,2026-02-26,active
545,433,21133.26,3.51,2021-12-28,2023-01-28,closed
546,195,34622.73,9.07,2023-02-20,2024-04-05,closed
547,434,28037.64,14.92,2021-01-23,2025-12-02,active
548,346,8796.72,14.97,2022-09-11,2026-05-17,closed
549,40,7209.75,11.95,2021-03-18,2027-01-02,active
550,196,35851.28,6.05,2024-02-02,2025-07-20,closed
551,171,37167.21,10.67,2023-12-27,2026-03-08,defaulted
552,95,32973.98,8.7,2023-01-28,2026-07-09,active
553,50,16129.87,9.45,2021-12-24,2022-07-13,active
554,157,18823.49,4.18,2025-01-22,2027-04-24,defaulted
555,121,11560.29,3.44,2023-01-24,2023-01-25,active
556,227,27140.37,3.29,2020-12-15,2024-09-23,defaulted
557,411,36628.69,12.08,2021-01-23,2025-02-07,active
558,314,21904.89,10.15,2023-10-27,2027-04-16,closed
559,376,27734.69,11.81,2024-01-14,2027-04-27,defaulted
560,179,36203.74,7.31,2024-04-26,2027-01-23,closed
561,109,35876.65,14.66,2022-03-28,2022-06-17,closed
562,181,2673.43,14.59,2023-05-12,2025-06-20,closed
563,155,26819.09,4.05,2024-12-08,2026-01-18,active
564,195,38612.8,4.13,2023-12-27,2025-04-08,closed
565,440,29016.87,13.1,2022-11-10,2023-06-27,closed
566,103,42944.66,14.35,2022-10-04,2027-03-10,closed
567,404,10256.39,5.67,2023-07-30,2027-07-25,defaulted
568,158,49332.71,7.26,2025-02-21,2025-08-19,defaulted
569,426,38472.04,8.48,2024-07-07,2024-12-06,active
570,468,29149.73,5.2,2024-06-24,2025-12-03,defaulted
571,323,48029.39,11.2,2023-06-06,2026-02-18,closed
572,323,1624.81,7.13,2021-04-01,2023-06-07,closed
573,469,11375.48,5.7,2022-08-15,2025-06-17,active
574,356,9695.55,5.78,2024-12-28,2026-09-23,active
575,161,4770.14,4.6,2023-06-12,2024-07-04,closed
576,35,34992.49,12.48,2025-02-02,2026-11-19,closed
577,177,48894.15,8.0,2020-09-02,2026-02-04,closed
578,312,14283.41,10.1,2023-04-17,2027-03-23,active
579,147,38446.7,7.99,2022-04-30,2025-03-29,active
580,118,4571.45,11.66,2022-01-08,2025-08-08,closed
581,434,4464.9,5.35,2023-06-19,2027-04-30,active
582,296,45251.02,11.89,2024-06-12,2026-07-29,active
583,195,17239.88,13.56,2020-09-29,2022-07-02,active
584,221,8329.71,7.44,2020-09-05,2024-03-06,active
585,470,23427.55,6.54,2023-03-11,2026-05-30,defaulted
586,283,9528.2,3.14,2024-04-18,2026-05-27,active
587,261,29371.84,10.13,2024-06-26,2026-09-11,defaulted
588,334,39636.96,5.62,2024-04-16,2025-06-20,closed
589,347,20063.57,8.1,2022-05-06,2024-03-14,closed
590,293,41575.18,7.72,2022-02-10,2026-09-02,active
591,172,14253.58,4.71,2022-04-13,2025-02-17,defaulted
592,43,19537.92,3.89,2022-02-16,2025-07-31,closed
593,371,36480.09,14.29,2021-09-26,2022-02-06,active
594,144,3432.12,6.35,2023-12-14,2025-03-07,active
595,383,15393.95,4.12,2021-06-24,2027-03-07,active
596,285,46337.18,7.43,2024-05-25,2027-06-11,active
597,467,19998.63,3.78,2022-05-15,2027-05-07,closed
598,175,13087.04,5.57,2023-08-11,2025-09-18,closed
599,28,2172.02,5.27,2020-12-19,2024-01-18,active
600,17,25245.01,5.09,2023-10-16,2026-09-21,defaulted
601,193,35215.36,3.58,2022-08-12,2023-12-05,active
602,12,26326.77,8.5,2022-10-31,2026-11-09,active
603,401,8987.56,9.21,2024-06-20,2026-11-13,defaulted
604,286,17256.02,8.64,2022-08-02,2024-04-12,closed
605,88,31757.79,6.72,2021-03-16,2026-08-31,closed
606,203,1810.58,6.29,2020-12-10,2022-04-24,closed
607,436,30788.56,8.14,2022-08-29,2024-03-02,active
608,492,31637.43,3.8,2021-03-06,2022-12-22,active
609,26,19625.46,3.95,2021-03-24,2022-06-22,closed
610,95,46594.28,5.48,2023-11-16,2024-02-01,defaulted
611,5,29600.85,4.22,2024-07-05,2026-02-06,active
612,121,27170.13,8.73,2021-04-20,2021-06-12,active
613,265,36687.3,10.25,2020-11-24,2022-11-17,closed
614,42,34302.63,12.58,2022-09-26,2025-11-14,active
615,147,9638.19,7.25,2022-04-11,2022-08-23,closed
616,495,9025.12,13.65,2021-03-04,2025-05-08,closed
617,426,29113.46,13.14,2023-10-22,2026-04-02,defaulted
618,83,22918.7,10.47,2022-09-09,2022-09-18,active
619,43,32242.87,9.52,2023-04-25,2026-09-15,active
620,288,46335.26,14.17,2021-09-13,2026-08-18,defaulted
621,436,45263.94,7.3,2024-09-18,2025-06-27,closed
622,273,39310.43,3.58,2024-03-08,2026-08-29,closed
623,464,18915.87,4.96,2022-04-15,2024-06-29,active
624,197,41138.52,3.27,2025-03-28,2027-04-25,closed
625,73,30695.67,6.84,2021-04-03,2022-05-16,closed
626,190,23210.97,9.46,2022-03-24,2026-03-12,closed
627,346,25832.11,10.75,2024-12-21,2024-12-21,defaulted
628,160,21128.98,8.56,2021-09-14,2022-02-24,closed
629,442,3807.57,14.43,2024-08-01,2026-05-02,defaulted
630,129,8528.44,12.41,2023-11-13,2026-03-13,defaulted
631,433,49856.4,4.18,2025-01-13,2027-05-18,active
632,5,24761.01,9.57,2023-07-29,2024-07-18,closed
633,244,7971.54,9.91,2022-06-12,2025-12-11,active
634,307,33369.16,14.72,2022-01-02,2026-05-12,active
635,54,14108.51,5.73,2024-01-15,2025-08-05,closed
636,345,46841.7,9.61,2021-08-27,2026-10-21,defaulted
637,159,6884.4,12.35,2021-01-10,2021-07-24,closed
638,150,3945.22,13.88,2021-01-04,2025-09-17,active
639,372,1574.19,9.4,2021-04-16,2026-06-30,closed
640,26,34471.35,3.4,2025-04-06,2026-12-22,closed
641,498,35329.35,3.67,2025-06-20,2026-02-04,active
642,396,37445.65,12.4,2020-09-30,2026-10-11,defaulted
643,108,30414.11,5.07,2022-12-09,2024-04-23,closed
644,150,7668.26,4.32,2025-07-02,2027-08-09,closed
645,208,26165.69,10.85,2022-03-25,2023-06-09,defaulted
646,51,18331.84,3.13,2021-02-28,2022-05-31,closed
647,73,8764.1,12.31,2021-05-02,2022-10-24,defaulted
648,249,26017.45,12.91,2025-01-20,2027-06-26,active
649,372,42157.5,13.78,2025-06-05,2026-03-23,closed
650,462,37233.71,5.27,2023-03-21,2023-11-24,closed
651,192,45333.63,3.03,2025-02-06,2025-11-22,defaulted
652,274,15543.19,14.68,2020-12-13,2020-12-17,active
653,45,47119.03,4.87,2022-02-22,2027-04-22,active
654,480,40123.39,8.68,2020-10-11,2023-05-02,closed
655,142,28168.86,13.07,2021-02-21,2026-10-26,closed
656,416,35479.36,5.58,2025-05-20,2027-03-17,active
657,363,41077.75,10.04,2023-07-18,2024-10-29,closed
658,366,48155.16,4.75,2023-02-19,2025-11-14,defaulted
659,346,2897.6,8.52,2023-03-08,2026-08-21,defaulted
660,38,31156.06,10.55,2022-01-12,2025-07-02,closed
661,347,2213.32,6.77,2023-04-15,2024-04-20,closed
662,164,11862.27,8.34,2022-10-17,2024-01-20,defaulted
663,254,32190.1,3.93,2021-01-29,2023-10-09,active
664,84,38231.75,6.15,2024-03-04,2024-04-10,closed
665,207,15091.39,7.18,2022-06-26,2023-04-05,active
666,181,27086.99,6.99,2022-08-25,2023-11-06,active
667,67,23477.33,6.85,2021-11-08,2024-11-23,active
668,297,38604.18,9.85,2023-08-05,2024-10-01,closed
669,276,11692.12,14.21,2021-05-12,2023-08-14,closed
670,182,20585.32,12.23,2025-07-07,2027-07-03,defaulted
671,364,10480.49,5.39,2024-02-14,2025-09-15,defaulted
672,54,43324.08,4.4,2020-10-22,2025-09-02,defaulted
673,443,15583.68,3.26,2023-02-26,2025-03-29,defaulted
674,53,8758.59,14.63,2022-03-06,2026-11-01,closed
675,45,49579.15,10.66,2024-04-25,2024-10-02,active
676,346,34413.9,7.86,2021-07-17,2025-05-14,closed
677,387,15580.38,7.76,2023-01-01,2024-09-19,active
678,200,39790.52,8.37,2022-09-11,2024-12-01,active
679,277,35292.85,9.34,2024-12-06,2026-05-20,defaulted
680,4,49824.6,10.02,2025-05-13,2026-10-29,closed
681,161,41517.5,6.09,2022-10-29,2024-01-12,defaulted
682,207,36813.41,5.11,2024-07-19,2024-11-10,active
683,330,30126.3,12.74,2024-11-30,2027-01-05,active
684,414,19607.99,13.64,2022-10-03,2025-08-14,defaulted
685,463,12700.06,9.32,2020-11-27,2021-05-25,active
686,405,41494.58,10.87,2021-09-18,2024-10-26,defaulted
687,262,44671.23,7.38,2022-09-07,2025-04-29,active
688,122,38571.27,14.37,2020-08-31,2023-12-21,defaulted
689,360,33217.37,7.45,2020-12-26,2026-10-26,closed
690,335,46091.1,5.47,2020-10-05,2023-09-29,active
691,451,2400.91,9.04,2022-07-21,2025-08-12,closed
692,459,25963.59,11.93,2023-06-18,2023-11-28,active
693,53,28906.14,12.65,2020-08-18,2024-10-18,defaulted
694,375,34398.32,13.15,2022-03-13,2022-11-02,closed
695,272,39344.58,5.86,2025-07-26,2025-11-17,defaulted
696,357,40184.69,6.76,2025-01-17,2026-05-01,closed
697,260,27027.56,4.94,2021-02-14,2022-12-18,closed
698,201,20371.89,6.27,2022-09-04,2026-11-12,closed
699,143,5873.85,6.88,2025-04-22,2026-11-30,active
700,223,46422.25,4.23,2025-04-07,2027-07-28,defaulted
701,421,29423.56,7.69,2024-05-26,2024-09-07,defaulted
702,93,21583.81,10.68,2022-03-06,2022-09-15,active
703,117,48801.94,7.15,2025-06-24,2027-06-15,closed
704,320,27882.4,4.38,2025-01-20,2027-03-09,closed
705,235,8193.8,7.28,2021-08-31,2026-07-29,closed
706,422,23651.34,5.36,2021-10-06,2025-09-23,active
707,12,4268.95,14.6,2023-07-29,2025-04-17,defaulted
708,461,49039.94,10.31,2021-06-28,2026-11-16,defaulted
709,383,12198.21,8.42,2024-05-16,2026-03-14,defaulted
710,195,25278.31,10.17,2021-01-06,2025-10-01,active
711,68,33758.18,6.15,2021-03-16,2026-07-17,closed
712,126,16997.74,6.25,2022-09-09,2024-06-01,active
713,198,2819.62,4.51,2021-10-31,2023-10-08,closed
714,31,35734.46,5.48,2020-08-28,2020-11-02,defaulted
715,165,3198.74,11.58,2021-10-13,2025-03-29,closed
716,200,9710.97,14.93,2022-07-08,2027-07-03,defaulted
717,82,17163.44,8.61,2024-09-20,2025-09-07,closed
718,272,36317.38,13.15,2023-01-20,2023-08-31,active
719,292,36187.49,12.06,2022-03-27,2026-05-23,defaulted
720,156,1049.63,5.34,2022-02-13,2026-03-30,active
721,419,22346.47,14.46,2023-11-05,2027-08-12,defaulted
722,491,26887.93,4.95,2023-03-11,2027-02-21,active
723,449,17409.79,6.27,2023-12-27,2026-02-05,closed
724,113,41612.4,3.5,2022-02-03,2024-12-09,closed
725,340,14256.26,10.65,2021-04-20,2023-11-21,closed
726,63,30285.1,3.49,2022-09-19,2026-10-03,active
727,418,23997.54,4.11,2021-10-06,2026-01-02,defaulted
728,298,18064.84,13.9,2024-12-05,2027-03-16,active
729,221,20090.14,14.5,2022-07-21,2025-09-07,closed
730,270,30113.31,10.97,2021-09-15,2026-08-25,defaulted
731,190,1860.8,3.2,2022-12-10,2027-05-20,defaulted
732,244,8920.11,11.37,2021-05-23,2022-02-12,closed
733,96,10428.9,3.11,2021-07-30,2021-09-05,closed
734,197,25876.33,6.0,2024-06-14,2027-01-06,active
735,483,19060.15,10.78,2023-09-05,2026-03-12,closed
736,352,12225.14,3.19,2024-03-20,2026-05-04,closed
737,266,44818.66,7.63,2025-03-09,2026-05-21,closed
738,145,46753.18,13.44,2023-02-19,2023-07-20,defaulted
739,31,30237.07,7.04,2021-11-15,2026-08-24,active
740,145,45673.75,11.71,2021-03-01,2022-11-15,active
741,131,17190.1,5.16,2024-11-07,2024-12-23,active
742,194,35483.93,9.53,2024-05-14,2025-09-27,defaulted
743,472,48091.3,7.89,2024-05-24,2026-07-16,closed
744,30,13929.46,11.3,2021-12-20,2026-12-22,defaulted
745,208,14246.42,12.56,2024-12-17,2026-03-12,defaulted
746,354,1864.86,7.97,2024-01-07,2027-04-04,active
747,143,27795.04,5.07,2022-03-09,2024-02-14,active
748,456,37085.92,13.35,2021-06-03,2027-03-13,active
749,439,48956.84,4.34,2024-08-06,2027-06-15,defaulted
750,118,18382.69,14.62,2021-03-25,2026-02-24,closed
751,91,12125.42,3.59,2020-11-20,2023-04-19,active
752,58,28507.77,7.11,2025-06-15,2025-10-05,closed
753,404,45022.15,12.7,2024-03-19,2027-05-26,closed
754,195,17610.42,10.9,2023-05-17,2024-02-19,defaulted
755,227,7274.07,3.17,2024-08-30,2024-10-31,defaulted
756,455,9016.26,5.66,2022-12-22,2027-08-08,defaulted
757,207,34168.12,10.09,2024-02-28,2027-07-06,defaulted
758,129,1569.25,7.12,2022-06-15,2026-07-03,closed
759,119,40501.18,9.14,2022-12-04,2026-05-03,active
760,189,45424.4,9.84,2023-10-20,2024-12-21,closed
761,98,33931.75,3.56,2024-02-06,2025-07-27,closed
762,141,40956.25,12.62,2024-03-08,2026-05-09,active
763,275,40114.0,6.17,2022-04-25,2027-02-08,defaulted
764,239,44971.8,7.95,2021-05-09,2026-08-25,defaulted
765,365,35700.37,11.78,2022-01-07,2022-06-26,defaulted
766,255,39799.02,3.46,2021-06-29,2024-10-05,defaulted
767,62,18080.52,11.59,2025-01-18,2027-01-17,defaulted
768,36,8003.12,7.97,2021-11-06,2021-12-23,defaulted
769,59,6183.77,12.78,2024-12-06,2025-09-15,defaulted
770,34,2651.0,10.58,2021-01-05,2022-10-20,closed
771,432,32661.34,11.66,2023-12-08,2025-08-13,active
772,86,47421.65,5.37,2023-06-16,2026-08-29,closed
773,343,1780.79,14.33,2020-10-30,2021-04-06,closed
774,53,27863.72,8.12,2024-07-04,2025-08-03,defaulted
775,359,15357.31,11.16,2024-04-28,2026-01-13,closed
776,374,2600.6,8.72,2021-01-17,2025-11-28,closed
777,201,35776.04,5.46,2023-08-25,2027-06-24,closed
778,155,39523.61,12.38,2021-11-20,2022-08-26,defaulted
779,177,6472.47,5.96,2025-01-08,2027-08-05,closed
780,128,40516.93,11.79,2024-02-28,2027-02-23,closed
781,92,2527.39,9.5,2025-06-27,2025-11-18,closed
782,440,2843.97,12.52,2022-09-07,2022-12-25,defaulted
783,334,9703.49,8.63,2023-07-18,2024-01-10,active
784,259,26215.2,12.12,2022-03-01,2025-05-16,active
785,232,36649.77,10.34,2021-10-06,2026-01-12,active
786,468,1691.7,14.38,2022-04-15,2026-02-25,active
787,329,28056.35,6.9,2021-05-28,2025-10-20,defaulted
788,434,48967.0,14.91,2023-12-20,2027-02-03,closed
789,287,27457.18,7.39,2020-12-10,2024-10-12,closed
790,2,43179.29,14.86,2025-03-26,2026-10-10,defaulted
791,409,48468.2,3.26,2021-03-08,2024-08-03,closed
792,454,8592.85,14.37,2022-06-15,2023-11-16,closed
793,382,18860.88,13.19,2023-12-31,2024-01-19,defaulted
794,296,40796.68,11.32,2021-07-22,2022-07-12,defaulted
795,136,20909.47,5.5,2023-02-26,2027-06-18,active
796,33,28279.41,5.88,2021-10-24,2025-10-03,closed
797,318,5830.55,12.33,2022-06-23,2027-01-16,defaulted
798,30,49863.44,3.38,2024-11-10,2025-07-30,active
799,367,46752.95,10.14,2025-06-14,2026-04-13,defaulted
800,202,21143.93,5.1,2024-07-09,2025-05-26,closed
801,311,7316.41,7.87,2024-12-13,2026-01-14,active
802,419,2069.72,5.65,2021-12-14,2022-02-03,active
803,342,12629.39,9.65,2023-10-05,2025-02-20,active
804,451,12073.63,7.94,2021-01-27,2027-01-18,active
805,203,44140.38,4.75,2022-05-14,2026-09-12,active
806,8,47931.25,13.82,2024-11-25,2027-04-18,defaulted
807,254,35122.21,10.0,2020-08-15,2024-09-18,closed
808,463,33755.36,3.65,2025-07-19,2025-12-18,active
809,236,46311.15,5.31,2021-08-11,2024-10-09,active
810,147,3180.15,14.21,2022-09-14,2022-10-21,defaulted
811,222,46572.89,4.64,2021-09-29,2026-09-01,defaulted
812,366,5932.71,10.77,2023-05-28,2027-07-04,defaulted
813,326,39024.24,14.09,2024-04-01,2026-10-27,closed
814,222,21762.94,13.38,2025-05-19,2026-09-03,active
815,454,4859.33,7.91,2020-10-15,2026-08-30,closed
816,369,15477.02,12.29,2022-06-06,2022-07-20,defaulted
817,300,17433.0,10.69,2025-07-30,2025-12-31,defaulted
818,150,18462.82,4.76,2023-10-31,2025-08-08,defaulted
819,434,48753.63,6.93,2023-06-21,2027-06-20,active
820,410,35190.72,12.73,2025-06-06,2026-01-09,defaulted
821,268,20770.28,14.27,2020-09-15,2021-09-19,active
822,61,49074.86,12.26,2023-03-21,2025-06-08,defaulted
823,390,6674.63,8.54,2022-05-25,2026-08-04,active
824,462,27368.78,6.05,2024-09-24,2025-07-21,defaulted
825,53,12776.5,11.2,2021-11-22,2022-07-26,defaulted
826,103,34564.63,7.85,2025-07-19,2027-07-30,active
827,85,42752.93,10.77,2023-09-30,2026-05-15,defaulted
828,416,1641.96,11.67,2021-12-02,2026-01-07,defaulted
829,43,47682.82,3.48,2025-03-22,2026-09-18,defaulted
830,240,42572.13,13.9,2025-04-02,2026-12-18,defaulted
831,346,9633.06,10.74,2024-03-02,2026-12-17,closed
832,276,21053.42,7.83,2021-07-05,2022-04-04,defaulted
833,262,5490.38,3.08,2025-01-17,2027-05-05,defaulted
834,231,7157.2,9.3,2024-10-29,2026-01-25,active
835,454,42193.6,8.86,2020-11-23,2022-08-12,active
836,140,38218.11,11.77,2024-08-08,2027-03-12,active
837,360,18056.48,5.49,2023-11-18,2027-06-11,closed
838,220,14345.6,11.92,2021-11-12,2025-10-13,defaulted
839,159,34080.7,14.12,2021-01-29,2021-08-23,active
840,460,45606.09,7.56,2022-09-06,2026-10-31,active
841,356,46666.89,14.73,2024-06-22,2026-08-05,defaulted
842,483,43070.46,10.45,2025-02-17,2026-11-02,closed
843,395,14228.0,7.98,2022-04-20,2026-01-20,active
844,473,46188.23,10.57,2024-07-18,2026-01-15,closed
845,65,4635.44,12.28,2021-09-09,2025-07-31,defaulted
846,148,35751.13,5.53,2025-01-27,2025-05-27,closed
847,91,42474.84,4.45,2025-07-22,2027-06-12,active
848,469,25228.86,5.53,2020-10-27,2022-03-26,defaulted
849,272,5427.15,14.02,2024-07-05,2025-03-07,defaulted
850,387,29871.28,7.69,2022-09-11,2024-12-30,active
851,294,6741.21,13.41,2024-03-28,2025-12-04,active
852,392,12581.86,5.7,2020-10-23,2022-04-29,defaulted
853,236,6496.8,9.78,2024-10-21,2025-12-21,defaulted
854,346,9372.88,7.77,2020-10-14,2025-04-20,active
855,307,31357.41,6.41,2022-03-14,2023-08-19,closed
856,223,39987.83,12.99,2020-11-08,2023-09-24,defaulted
857,34,33392.35,12.43,2021-07-01,2026-05-08,active
858,471,10056.7,12.77,2022-10-07,2024-04-24,active
859,117,16175.76,14.19,2023-04-17,2027-05-02,closed
860,70,26007.87,5.45,2022-04-23,2022-10-13,closed
861,407,25708.7,12.34,2022-07-13,2022-12-22,closed
862,278,19332.91,5.38,2022-01-30,2025-02-04,defaulted
863,29,3875.07,7.04,2023-05-22,2026-01-13,closed
864,13,41744.5,13.81,2024-12-25,2025-11-06,closed
865,24,10550.58,6.07,2025-01-08,2026-02-11,closed
866,382,31837.7,6.04,2023-06-24,2026-01-04,defaulted
867,388,1857.48,14.16,2025-06-11,2026-04-30,closed
868,13,27532.31,10.93,2022-07-11,2024-07-29,defaulted
869,199,17290.25,12.75,2025-04-28,2026-07-16,closed
870,358,38467.37,11.0,2022-11-03,2025-03-10,closed
871,107,11515.49,11.34,2020-10-31,2027-02-18,closed
872,81,16877.09,12.66,2021-06-09,2023-08-23,closed
873,76,2522.34,13.87,2020-12-08,2027-01-17,active
874,141,38000.16,6.9,2021-02-20,2027-05-04,closed
875,265,45602.45,12.98,2022-08-09,2024-12-12,defaulted
876,286,47381.72,14.01,2022-05-01,2024-12-10,defaulted
877,58,1954.2,12.54,2021-02-19,2022-11-30,defaulted
878,457,6256.9,11.87,2025-02-07,2025-10-20,active
879,147,48364.18,7.59,2021-03-30,2023-08-08,active
880,147,34080.42,7.49,2022-09-23,2024-02-29,closed
881,495,30372.64,4.38,2024-12-04,2026-01-25,defaulted
882,423,22804.9,14.41,2021-10-05,2026-09-17,active
883,217,1524.23,12.93,2023-07-11,2025-06-14,active
884,135,45922.9,6.32,2025-04-08,2025-04-23,defaulted
885,200,11558.72,8.96,2024-10-20,2027-07-25,defaulted
886,10,22033.38,3.03,2025-04-23,2026-05-13,active
887,376,35639.1,10.93,2024-12-03,2025-02-12,defaulted
888,357,12528.07,10.28,2023-01-18,2027-05-31,closed
889,326,2629.7,7.85,2022-10-04,2026-12-31,defaulted
890,451,5898.19,10.06,2021-10-09,2022-10-02,closed
891,455,37923.8,8.36,2020-11-29,2026-11-01,closed
892,69,39528.88,6.11,2024-08-11,2026-06-29,defaulted
893,331,23864.7,8.8,2023-09-15,2027-01-02,defaulted
894,488,40495.19,14.69,2020-10-17,2025-09-20,defaulted
895,272,11201.3,6.61,2021-04-29,2021-06-17,defaulted
896,422,16473.23,9.46,2024-11-26,2025-10-08,closed
897,264,34175.7,6.42,2024-10-15,2025-12-30,active
898,432,8183.97,9.04,2021-01-12,2027-04-05,active
899,268,14088.42,7.11,2022-10-24,2025-10-28,defaulted
900,151,32111.25,6.03,2023-10-03,2025-02-27,defaulted
901,415,5382.33,6.58,2020-09-10,2024-07-07,closed
902,206,25367.31,7.13,2021-07-18,2023-08-01,defaulted
903,201,14265.42,8.77,2024-07-27,2026-10-20,active
904,131,19392.08,10.25,2025-05-09,2025-06-21,closed
905,254,16056.57,7.97,2021-04-29,2021-11-20,defaulted
906,195,21238.45,12.72,2024-01-27,2025-01-11,active
907,289,32000.75,12.44,2023-11-06,2024-12-09,closed
908,35,15439.98,8.82,2022-10-30,2022-11-15,defaulted
909,286,23914.66,13.85,2023-02-02,2023-04-09,closed
910,272,36944.09,11.03,2023-10-31,2024-02-17,active
911,495,34446.72,9.18,2021-07-21,2025-01-24,closed
912,153,32309.57,7.26,2023-12-25,2026-04-07,active
913,16,29185.27,5.0,2022-02-17,2026-07-11,closed
914,350,40171.49,13.99,2023-03-10,2023-07-19,active
915,368,23151.93,12.45,2024-04-16,2025-08-09,closed
916,69,38172.89,4.98,2024-02-13,2024-07-19,active
917,370,11016.06,14.22,2021-04-14,2025-08-05,active
918,244,27310.53,7.82,2023-05-05,2024-05-30,closed
